SYG,Dharuk,ŋayi,camp,366,N,ŋayi,"place, camp, home, country",ŋaji,CAMP
Sydney,Dharuk,ŋurra,camp,366,N,ngurra,camp,ŋura,CAMP
Katthang,Katthang,Nur-ra,camp,366,N,Nur-ra,a camp,Nuɹ-ɹa,CAMP
Buwandik,Buwandik,ŋula,camp,366,N,ngula,camp,ŋula,CAMP
Darkinyung,Darkinyung,ŋura,camp,366,N,ngura,"camp, place",ŋuɹa,CAMP
Port MacQuarie,Birrpayi,mooray,camp,366,N,"mooray, gokeray",Camp,moːɹaj,CAMP
The Manning River,Birrpayi,moora,camp,366,N,moora,Camp,moːɹa,CAMP
The Hunter River,Wonnarua,wattaka,camp,366,N,"wattaka, wattakabung",Camp,wattaka,CAMP
Wellington,Wellington,moorong,camp,366,N,moorong,Camp,moːɹong,CAMP
Botany Bay,Dharuk,koonje,camp,366,,koonje,Camp (hut),koːnje,CAMP
Queanbeyan,Ngunawal,wallane,camp,366,N,wallane,Camp,wallane,CAMP
Yass,Ngunawal,noora,camp,366,N,noora,Camp,noːɹa,CAMP
Moneroo,Moneroo,walla:n,camp,366,N,wallaan,Camp,wallaːn,CAMP
Moneroo,Moneroo,ba:nja,camp,366,N,baanja,Camp,baːnja,CAMP
SWAN HILL AND TYNTYNDER,Wadi-wadi,lingi,camp,366,N,lingi,Camp,lingi,CAMP
Piangil,Piangil,lai:nyea,camp,366,N,laiinyea,Camp,laiːɲea,CAMP
Piangil,Piangil,laingi,camp,366,N,laingi,Camp,laingi,CAMP
KULKYNE,Mathi-Mathi,la:ŋi,camp,366,N,laangi,Camp,laːŋi,CAMP
THE TATIARRA COUNTRY,Bindjali,la:r,camp,366,N,laar,Camp,laːɹ,CAMP
THE TATIARRA COUNTRY,Bindjali,iray,camp,366,N,iray,Camp,iɹaj,CAMP
MOUNT GAMBIER,Buwandik,ngoorla nurom,camp,366,N,ngoorla nurom,Camp,ngoːɭa nuɹom,CAMP
"LAKE HINDMARSH, UPPER REGIONS STATION, AND LOWER WIMMERA","Lake Hindmarsh, Upper Regions Station, And Lower Wimmera",ira,camp,366,N,ira,Camp,iɹa,CAMP
UPPER GLENELG AND WANNON,Mardidjali,woorn,camp,366,N,woorn,Camp,woːɳ,CAMP
"THE GLENELG, ABOVE WOODFORD",Mardidjali,lerra,camp,366,N,lerra,Camp,lera,CAMP
Woodford,Mardidjali,ngoorla,camp,366,N,ngoorla,Camp,ngoːɭa,CAMP
Hamilton,Gunditjmara,la:r,camp,366,N,laar,Camp,laːɹ,CAMP
MOUNT ROUSE; NATIVE NAME KOOLOOR,Gunditjmara,la:r,camp,366,N,laar,Camp,laːɹ,CAMP
HOPKINS RIVER,Bindjali,worn,camp,366,N,worn,Camp,woɳ,CAMP
HOPKINS RIVER,Bindjali,wormp,camp,366,N,wormp,Camp,woɹmp,CAMP
MOULMEIN,Wemba-Wemba,lurr,camp,366,N,lurr,Camp,lur,CAMP
LAKE BOGA,Wemba-Wemba,larr,camp,366,N,larr,Camp,lar,CAMP
"THE NEIGHBOURHOOD OF LAKE BOGA, PROBABLY MOORERBAT AND THE LOWER LODDON",Wemba-Wemba,larr,camp,366,N,larr,Camp,lar,CAMP
"GONN STATION, MURRAY RIVER",Wemba-Wemba,larrer,camp,366,N,larrer,Camp,lareɹ,CAMP
GUNBOWER STATION,Baraba Baraba,larr,camp,366,N,larrh,Camp,lar,CAMP
"KERANG, LODDON RIVER",Wemba-Wemba,ŋar,camp,366,N,ngar,Camp,ŋaɹ,CAMP
"SEYMOUR TO MURCHISON, PART OF GOULBURN RIVER, WHROO, ETC - NGOORAIALUM LANGUAGE",Daungwurrung,y\ellam,camp,366,N,y\ellam,Camp,j\ellam,CAMP
"HEALESVILLE, UPPER YARRA - OORONGIR LANGUAGE.",Woiwurrung,willam,camp,366,N,willam,Camp,willam,CAMP
LOWER YARRA,Lower Yarra,meirum,camp,366,N,"meirum, willam",Camp,meiɹum,CAMP
MORDIYALLOOK,Boonwurrung,wollum,camp,366,N,wollum,Camp,wollum,CAMP
Dartmoor,Mardidjali,ngoorla,camp,366,N,ngoorla,camp,ngoːɭa,CAMP
Pytu Reach,Ngarrindjeri,manti,camp,366,N,manti,Camp,manti,CAMP
Pytu Reach,Ngarrindjeri,ngauandi,camp,366,N,ngauandi,Camp,ngauandi,CAMP
Yit-Tha,Yitha-Yitha,tra:rp,camp,366,N,traarp,Camp,tɹaːɹp,CAMP
DG?,Dharuk,ngara,camp,366,N,ngara,camp,ngaɹa,CAMP
DG?,Dharuk,nguri-gu,camp,366,N,nguri-gu,camp to,nguɹi-gu,CAMP
Dharuk,Dharuk,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
DG?,Dharuk,ngara,camp,366,N,ngara,camp,ngaɹa,CAMP
Dharuk,Dharuk,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
BB,Iyora,ngu-rang,camp,366,N,ngu-rang,camp,ngu-ɹang,CAMP
BB,Iyora,nura,camp,366,N,nura,camp,nuɹa,CAMP
BB,Iyora,[ng]ura,camp,366,N,[ng]ura,camp,[ng]uɹa,CAMP
LD,Awabakal,gar,camp,366,N,gar,camp,gaɹ,CAMP
LD,Awabakal,guringa-gai,camp,366,N,Guringa-gai,camp,guɹinga-gai,CAMP
LD,Awabakal,galu,camp,366,N,galu,camp,galu,CAMP
LD,Awabakal,galla,camp,366,N,galla,camp,galla,CAMP
LD,Awabakal,barrai,camp,366,N,barrai,camp,barai,CAMP
LD,Awabakal,gai,camp,366,N,gai,camp,gai,CAMP
LD,Awabakal,ngalla,camp,366,N,ngalla,camp,ngalla,CAMP
Darkinyung,Darkinyung,ŋarra,camp,366,N,ŋarra,camp,ŋara,CAMP
Darkinyung,Darkinyung,ŋarra-gu yanna,camp,366,sentence,ŋarra-gu yanna,camp to come,ŋara-gu janna,CAMP
Gdg,Katthang,nárra,camp,366,N,nárra,camp,nára,CAMP
Darkinyung,Darkinyung,ŋara,camp,366,N,ŋara,camp,ŋaɹa,CAMP
Darkinyung,Darkinyung,ngara,camp,366,N,ngara,camp,ngaɹa,CAMP
Darkinyung,Darkinyung,ngara-gu yan-na,camp,366,noun,ngara-gu yan-na,camp to come,ngaɹa-gu jan-na,CAMP
Darkinyung,Darkinyung,ŋara-wa naŋGa-maŋa-ya,camp,366,phrase,ŋara-wa naŋGa-maŋa-ya,camp at lie down,ŋaɹa-wa naŋGa-maŋa-ja,CAMP
Darkinyung,Darkinyung,ŋara-wa,camp,366,N,ŋara-wa,camp at,ŋaɹa-wa,CAMP
Darkinyung,Darkinyung,ngara-gu,camp,366,N,ngara-gu,camp to,ngaɹa-gu,CAMP
Awabakal,Awabakal,guwiyung,camp,366,N,guwiyung,camp,guwijung,CAMP
Awabakal,Awabakal,guwiyung,camp,366,N,guwiyung,camp,guwijung,CAMP
Awabakal,Awabakal,gwiyung-din bang uwá,camp,366,sentence,gwiyung-din bang uwá,"camp from, I move did",gwijung-din bang uwá,CAMP
Awabakal,Awabakal,gwiyúng-birung bang uwá,camp,366,sentence,gwiyúng-birung bang uwá,camp from I move did,gwijúng-biɹung bang uwá,CAMP
Awabakal,Awabakal,guwiyúng,camp,366,N,guwiyúng,camp,guwijúng,CAMP
Wonarua,Wonnarua,waddaga,camp,366,N,waddaga,camp,waddaga,CAMP
Wonarua,Wonnarua,waddaga-bang,camp,366,N,waddaga-bang,camp,waddaga-bang,CAMP
Thanggatti,Thanggati,ŋura-gu yaŋ,camp,366,,ŋura-gu yaŋ,camp to go,ŋuɹa-gu jaŋ,CAMP
Thanggatti,Thanggati,ŋura-gu,camp,366,N,ŋura-gu,camp to,ŋuɹa-gu,CAMP
Dharawal,Dharawal,manga-ndin,camp,366,N,manga-ndin,camp from,manga-ndin,CAMP
Dharawal,Dharawal,ŋura-yi-dyan,camp,366,noun,ŋura-yi-dyan,camp at me of,ŋuɹa-ji-ɟan,CAMP
Gundungurra,Gundungurra,ŋura-dyi-ya,camp,366,N,ŋura-dyi-ya,camp from,ŋuɹa-ɟi-ja,CAMP
Gundungurra,Gundungurra,gúndu-ngárra,camp,366,noun,Gúndu-ngárra,...... camp [?],gúndu-ngára,CAMP
Gundungurra,Gundungurra,ŋura-ni yar-ra-bi,camp,366,phrase,ŋura-ni yar-ra-bi,camp to go thou,ŋuɹa-ni jaɹ-ɹa-bi,CAMP
Gundungurra,Gundungurra,ŋura-dyi-ya yar-ra-bi,camp,366,phrase,ŋura-dyi-ya yar-ra-bi,camp from go thou,ŋuɹa-ɟi-ja jaɹ-ɹa-bi,CAMP
Dharawal,Dharawal,ngura-yin,camp,366,N,ngura-yin,camp from,nguɹa-jin,CAMP
Gundungurra,Gundungurra,ŋuri-ni manu-ga-yi,camp,366,noun,ŋuri-ni manu-ga-yi,camp to come,ŋuɹi-ni manu-ga-ji,CAMP
Gga/Ngwl,Ngunawal,ngura-ya,camp,366,N,ngura-ya,camp me of,nguɹa-ja,CAMP
Gundungurra,Gundungurra,ŋuru,camp,366,N,ŋuru,camp,ŋuɹu,CAMP
Gundungurra,Gundungurra,ngurra,camp,366,N,ngurra,camp,ngura,CAMP
Gundungurra,Gundungurra,nguri,camp,366,N,nguri,camp,nguɹi,CAMP
Gundungurra,Gundungurra,nguri-ni,camp,366,N,nguri-ni,camp to,nguɹi-ni,CAMP
Gga/Ngwl,Ngunawal,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
Gga/Ngwl,Ngunawal,ŋuru,camp,366,N,ŋuru,camp,ŋuɹu,CAMP
Gundungurra,Gundungurra,gundyi,camp,366,N,gundyi,camp,gunɟi,CAMP
Gundungurra,Gundungurra,mura,camp,366,N,mura,camp,muɹa,CAMP
Dharawal,Dharawal,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
Gundungurra,Gundungurra,ŋura-ni,camp,366,N,ŋura-ni,camp to,ŋuɹa-ni,CAMP
Gundungurra,Gundungurra,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
Gundungurra,Gundungurra,-ngura-dyi,camp,366,N,-ngura-dyi,camp from,-nguɹa-ɟi,CAMP
Dharawal,Dharawal,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
Dharawal,Dharawal,ŋura,camp,366,N,ŋura,camp,ŋuɹa,CAMP
Dharawal,Dharawal,maŋGa,camp,366,N,maŋGa,camp,maŋGa,CAMP
Dharawal,Dharawal,ngura,camp,366,N,ngura,camp,nguɹa,CAMP
Ngarigo,Ngarigu,bandyi,camp,366,N,bandyi,camp,banɟi,CAMP
Dharawal,Dharawal,ngura,camp,366,N,ngura,camp,nguɹa,CAMP
Dharawal,Dharawal,nguri-ya,camp,366,N,nguri-ya,camp at,nguɹi-ja,CAMP
[Dwl?],Dharawal,mangGa,camp,366,N,mangGa,camp,mangGa,CAMP
[Dwl?],Dharawal,mangGa-dyan,camp,366,N,mangGa-dyan,camp me of,mangGa-ɟan,CAMP
[Dwl?],Dharawal,ŋura-ma-ya-dyan,camp,366,N,ŋura-ma-ya-dyan,camp me of,ŋuɹa-ma-ja-ɟan,CAMP
[Dwl?],Dharawal,ŋura-ma-ya-dyan,camp,366,N,ŋura-ma-ya-dyan,camp me of,ŋuɹa-ma-ja-ɟan,CAMP
Dharawal,Dharawal,ŋura-ma-ya-dyan,camp,366,N,ŋura-ma-ya-dyan,camp me of,ŋuɹa-ma-ja-ɟan,CAMP
Dharawal,Dharawal,mangGa-dyan,camp,366,N,mangGa-dyan,camp me of,mangGa-ɟan,CAMP
Dharawal,Dharawal,nguri-ya,camp,366,N,nguri-ya,camp at,nguɹi-ja,CAMP
Dharawal,Dharawal,nguri-ya-ng,camp,366,noun,nguri-ya-ng,camp ......,nguɹi-ja-ng,CAMP
Dharawal,Dharawal,ngura-nhung,camp,366,N,ngura-nhung,camp,nguɹa-n̪ung,CAMP
Dharawal,Dharawal,manga-yi-nung,camp,366,N,manga-yi-nung,camp,manga-ji-nung,CAMP
Dhurga,Dhurga,dhugan,camp,366,N,dhugan,camp,d̪ugan,CAMP
Dhurga,Dhurga,dhugan,camp,366,N,dhugan,camp,d̪ugan,CAMP
Dhurga,Dhurga,mangGara,camp,366,N,mangGara,camp,mangGaɹa,CAMP
Dharawal,Dharawal,ngura-yin,camp,366,N,ngura-yin,camp from,nguɹa-jin,CAMP
Dharuk,Dharuk,ngurra,camp,366,N,ngurra,camp,ngura,CAMP
Ngarigu,Ngarigu,mai-mai,camp,366,N,mai-mai,camp,mai-mai,CAMP
Ngarrindjeri,Ngarrindjeri,ŋawanthi,camp,366,N,ngawanthi,camp,ŋawant̪i,CAMP
Ngarrindjeri,Ngarrindjeri,wuri,camp,366,N,wuri,camp,wuɹi,CAMP
Yitha-Yitha,Yitha-Yitha,Rap,camp,366,N,Rap,camp,Rap,CAMP
Yitha-Yitha,Yitha-Yitha,rauk,camp,366,N,rauk,camp,ɹauk,CAMP
Keramin,Keramin,ra:p,camp,366,N,ra:p,camp,ɹaːp,CAMP
Madhi-Madhi,Mathi-Mathi,leŋi,camp,366,N,lengi,camp,leŋi,CAMP
Gandangara,Gundungurra,ngura,camp,366,N,ngura,camp,nguɹa,CAMP
Ngunawal,Ngunawal,ngurra,camp,366,N,ngurra,camp,ngura,CAMP
Ngarigu,Ngarigu,wala:n,camp,366,N,walaan,camp,walaːn,CAMP
Ngarigu,Ngarigu,ba:ndya,camp,366,N,baandya,camp,baːnɟa,CAMP
The Canberra Language,Ngunawal,wala:n,camp,366,N,walaan,camp,walaːn,CAMP
Dharawal,Dharawal,ŋura,camp,366,,"ngura, gunyji","camp, hut",ŋuɹa,CAMP
Dharawal,Dharawal,kur(ə)ma,camp,366,N,gur(V)ma,camp,kuɹ(ə)ma,CAMP
Dhurga,Dhurga,thukan,camp,366,,"dhugan, gunyji","camp, hut",t̪ukan,CAMP
Dhurga,Dhurga,kur(ə)ma,camp,366,N,gur(V)ma,camp,kuɹ(ə)ma,CAMP
Thawa,Thawa,mayan,camp,366,N,mayan,camp,majan,CAMP
Thawa,Thawa,kuntyi,camp,366,N,kundyi,camp,kunci,CAMP
Jiringayn,Djirringany,ŋurra,camp,366,N,ngurra,camp,ŋura,CAMP
Jiringayn,Djirringany,pathal,camp,366,N,"badhal, badyal",camp,pat̪al,CAMP
Dhurga,Dhurga,thukan,camp,366,N,dhugan,camp,t̪ukan,CAMP
Dharumba,Dharawal,thukan,camp,366,N,dhugan,camp,t̪ukan,CAMP
Dharawal,Dharawal,ngura,camp,366,N,ngura,camp,nguɹa,CAMP
Wathawurrung,Wathawurrung,karrung,camp,366,N,karrung,camp,karung,CAMP
Tyattyalla,Djadjala,lah,camp,366,N,lah,camp,lah,CAMP
Warrnambool,Warrnambool,miyara kurt,camp,366,N,miyara kurt,big camp,mijaɹa kuʈ,CAMP
Warrnambool,Warrnambool,parin pin,camp,366,N,parin bin,camp,paɹin pin,CAMP
Warrnambool,Warrnambool,potalyi,camp,366,N,potalyi,camp,potaʎi,CAMP
Warrnambool,Warrnambool,wayitpi wurn,camp,366,N,wayitpi wurn,camp,wajitpi wuɳ,CAMP
Warrnambool,Warrnambool,wurn,camp,366,,"wurn, wun","camp, hut, nest",wuɳ,CAMP
Dardidardi,Yitha-Yitha,rraug,camp,366,N,rraug,camp,raug,CAMP
Southern Ngarigu,Ngarigu,ma -ma,camp,366,,ma -ma,camp,ma -ma,CAMP
Dhurga,Dhurga,thukan,camp,366,N,"d̪uɡan, ɡuɲᶁi","camp, hut",t̪ukan,CAMP
Dhurga,Dhurga,kur(v)ma,camp,366,N,ɡur(V)ma,camp,kuɹ(v)ma,CAMP
Dhurga,Dhurga,maya maya,camp,366,N,maya maya,"camp, hut",maja maja,CAMP
Dharawal,Dharawal,ŋura,camp,366,N,"ŋura, ɡuɲᶁi","camp, hut",ŋuɹa,CAMP
Dharawal,Dharawal,kur(v)ma,camp,366,N,ɡur(V)ma,camp,kuɹ(v)ma,CAMP
Dharawal,Dharawal,maya maya,camp,366,N,maya maya,"camp, hut",maja maja,CAMP
Chap Wuruong,Tjapwurrung,yartma kæra,camp,366,,yartma kæra,camp or village,jaʈma kæɹa,CAMP
Kuurn kopan noot,Gunditjmara,pareen been,camp,366,,pareen been,camp or village,paɹeːn beːn,CAMP
Peek whuurong,Pikwurrung,wiitpee wuurn,camp,366,,wiitpee wuurn,camp or village,wiːtpeː wuːɳ,CAMP
Thanggatti,Thanggati,kanti,camp,366,noun,gandi,camp,kanti,CAMP
Thanggatti,Thanggati,ŋurra,camp,366,noun,ngurra,camp,ŋura,CAMP
Thanggatti,Thanggati,ŋurrama,camp,366,verb-intransitive,ngurrama,camp?,ŋurama,CAMP
Thanggatti,Thanggati,ŋurrama,camp,366,,ngurrama,camp?,ŋurama,CAMP
Thanggatti,Thanggati,watukarin,camp,366,,watugarin,camp,watukaɹin,CAMP
Wergaia (Djadjala),Werkaya,lar,camp,366,,lar,camp,laɹ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wurn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wurn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,worn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareen been,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareenpeen,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareenyeen,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wiitpee wuurn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,worn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,woorn,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,woor,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wonmore,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wormp,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,botayly,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,maikngoo-wirng,camp,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wurn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wurn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,worn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareen been,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareenpeen,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,pareenyeen,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wiitpee wuurn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,worn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,woorn,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,woor,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wonmore,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,wormp,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,botayly,camp or village,woːɳ,CAMP
Keerraywoorroong,Keerraywoorroong,woorn,camp,366,N,maikngoo-wirng,camp or village,woːɳ,CAMP
Port MacQuarie,Birrpayi,gokeray,camp,366,N,"mooray, gokeray",Camp,gokeɹaj,CAMP
The Hunter River,Wonnarua,wattakabung,camp,366,N,"wattaka, wattakabung",Camp,wattakabung,CAMP
LOWER YARRA,Lower Yarra,willam,camp,366,N,"meirum, willam",Camp,willam,CAMP
Dharawal,Dharawal,kunytyi,camp,366,,"ngura, gunyji","camp, hut",kuɲci,CAMP
Dhurga,Dhurga,kunytyi,camp,366,,"dhugan, gunyji","camp, hut",kuɲci,CAMP
Jiringayn,Djirringany,patyal,camp,366,N,"badhal, badyal",camp,pacal,CAMP
Warrnambool,Warrnambool,wun,camp,366,,"wurn, wun","camp, hut, nest",wun,CAMP
Dhurga,Dhurga,"d̪uɡan, ɡuɲᶁi",camp,366,N,"d̪uɡan, ɡuɲᶁi","camp, hut","d̪uɡan, ɡuɲᶁi",CAMP
Dharawal,Dharawal,kunytyi,camp,366,N,"ŋura, ɡuɲᶁi","camp, hut",kuɲci,CAMP
Kutthung,Katthang,,camp,366,,Nur-ra ,a camp,,CAMP
Manning River,Birrpayi,,camp,366,,moora,camp,,
Hunter River,Wonnarua,,camp,366,,"wattaka, wattakabung",camp,,
Kutthung,Katthang,núr-râ,camp,366,,núr-râ,a camp,núɹ-ɹâ,
Daḍidaḍi,Yitha-Yitha,,camp,366,,raug,camp,,
Mathi-Mathi,Mathi-Mathi,,camp,366,,lengi,a camp,,
Ngarigu,Ngarigu,"wala:n, pa:ntya",camp,366,,"walaan, baandya",camp,"walaːn, paːnca",
Ngunawal,Ngunawal,ŋurra,camp,366,,ngurra,camp,ŋura,
Keramin,Keramin,ra:p,camp,366,,ra:p,camp,ɹaːp,
Yaraldi,Yaraldi,karuturi (mey)(tap),camp,366,,karuturi (Mey)(Tap),camp ,kaɹutuɹi (mey)(tap),
Katthang,Katthang,kanya; kukirr; ŋurra,camp,366,,ganya; gugirr; ngurra,camp,kaɲa; kukir; ŋura,
Letyi-Letyi,Ladji-Ladji,"laŋ, laŋi",camp,366,,"lang, langi",camp,"laŋ, laŋi",
Piangil,Piangil,"laiŋi, liŋiŋi",camp,366,,"laingi, lingingi",camp,"laiŋi, liŋiŋi",
Wadi-Wadi (Swan Hill),Wadi-wadi,lurŋi,camp,366,,luRngi,camp,luɹŋi,
Dhudhuroa,Dhudhuroa,ngudjuwa,camp,366,N,ngudjuwa,camp,ngudjuwa,CAMP
Dhudhuroa,Dhudhuroa,ŋutyuwa,camp,366,,ngudjuwa,camp,ŋutcuwa,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,bang,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,mai-mai,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,ngooya,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,gambanja,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,bung,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,bong,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,dōw-wǎrra,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,win-bǔng,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,baang,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,baanga,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,ngoya,,,
Ganai,Kurnai,baŋ; mai mai; ŋuja,camp,280,N,nguya,,,
Yabula-Yabula,Yabula-Yabula,guwa ,camp,366,N,,,,
Yabula-Yabula,Yabula-Yabula,guwul,camp,366,N,,,,
Dhudhuroa,Dhudhuroa,ngudjuwa,camp,366,N,ngudjuwa,camp,ngudjuwa,CAMP
Dhudhuroa,Dhudhuroa,ngudjuwa,camp,366,,ngudjuwa,camp,ŋutcuwa,
Ngarrindjeri,Ngarrindjeri,yuku,canoe,2337,N,yuku,canoe,juku,CANOE
Wathawurrung,Wathawurrung,yawut,canoe,2337,N,yawut,canoe,jawut,CANOE
Wathawurrung,Wathawurrung,yugoip,canoe,2337,N,yugoip,canoe,jugoip,CANOE
Wathawurrung,Wathawurrung,yinya-yinya,canoe,2337,N,yinya-yinya,canoe,jiɲa-jiɲa,CANOE
Wathawurrung,Wathawurrung,yawaleluk,canoe,2337,N,yawaleluk,canoe,jawaleluk,CANOE
Bunganditj,Buwandik,kuna,canoe,2337,N,kuna,canoe,kuna,CANOE
Bunganditj,Buwandik,miraman,canoe,2337,N,miraman,canoe,miɹaman,CANOE
Bunganditj,Buwandik,murntak,canoe,2337,N,murntak,canoe,muɳtak,CANOE
Bunganditj,Buwandik,wal,canoe,2337,N,wal,canoe,wal,CANOE
Bunganditj,Buwandik,wawu,canoe,2337,N,wawu,canoe,wawu,CANOE
Bunganditj,Buwandik,yunkuit,canoe,2337,N,yunkuit,canoe,junkuit,CANOE
Woiwurrung,Woiwurrung,kurroŋ,canoe,2337,N,gurrong,canoe,kuroŋ,CANOE
Sydney,Dharuk,nuwi,canoe,2337,N,nuwi,canoe,nuwi,CANOE
Katthang,Katthang,kuyuk,canoe,2337,N,Koo-yuk,canoe,kujuk,CANOE
Buwandik,Buwandik,kuna,canoe,2337,N,kuna,canoe,kuna,CANOE
Buwandik,Buwandik,mirraman,canoe,2337,N,mirraman,canoe,miraman,CANOE
Buwandik,Buwandik,murntak,canoe,2337,N,murntak,canoe,muɳtak,CANOE
Buwandik,Buwandik,walu,canoe,2337,N,"walu, wawu",canoe,walu,CANOE
Buwandik,Buwandik,yunkuit,canoe,2337,N,yunkuit,canoe,junkuit,CANOE
Darkinyung,Darkinyung,na:wayi,canoe,2337,N,naawayi,canoe,naːwaji,CANOE
The Manning River,Birrpayi,kooyauk,canoe,2337,N,kooyauk,Canoe,koːjauk,CANOE
The Hunter River,Wonnarua,buba,canoe,2337,N,buba,Canoe,buba,CANOE
Wellington,Wellington,wargung,canoe,2337,N,"wargung, marrien",Canoe,waɹgung,CANOE
"Port Jackson, or a Part of Sydney Harbour",Dharuk,nowey,canoe,2337,N,nowey,Canoe,nowej,CANOE
"Port Jackson, or a Part of Sydney Harbour",Dharuk,nowey,canoe,2337,N,nowey,Canoe,nowej,CANOE
Botany Bay,Dharuk,yernera,canoe,2337,N,yernera,Canoe,jeɳeɹa,CANOE
Queanbeyan,Ngunawal,murring,canoe,2337,N,murring,Canoe,muring,CANOE
Yass,Ngunawal,murreng,canoe,2337,N,murreng,Canoe,mureng,CANOE
Moneroo,Moneroo,marring,canoe,2337,N,marring,Canoe,maring,CANOE
Moneroo,Moneroo,mamat,canoe,2337,N,mamat,Canoe,mamat,CANOE
SWAN HILL AND TYNTYNDER,Wadi-wadi,unkooi,canoe,2337,N,unkooi,Canoe,unkoːi,CANOE
Piangil,Piangil,yungobi,canoe,2337,N,yungobi,Canoe,jungobi,CANOE
Piangil,Piangil,yangoibi,canoe,2337,N,yangoibi,Canoe,jangoibi,CANOE
KULKYNE,Mathi-Mathi,loŋwe,canoe,2337,N,longwe,Canoe,loŋwe,CANOE
THE TATIARRA COUNTRY,Bindjali,yongoe,canoe,2337,N,yongoe,Canoe,jongoe,CANOE
MOUNT GAMBIER,Buwandik,wola,canoe,2337,N,wola,Canoe,wola,CANOE
"LAKE HINDMARSH, UPPER REGIONS STATION, AND LOWER WIMMERA","Lake Hindmarsh, Upper Regions Station, And Lower Wimmera",yoongooip,canoe,2337,N,yoongooip,Canoe,joːngoːip,CANOE
UPPER GLENELG AND WANNON,Mardidjali,torong,canoe,2337,N,torong,Canoe,toɹong,CANOE
"THE GLENELG, ABOVE WOODFORD",Mardidjali,ngnanak,canoe,2337,N,ngnanak,Canoe,ngnanak,CANOE
Woodford,Mardidjali,wow-wo,canoe,2337,N,wow-wo,Canoe,wow-wo,CANOE
Hamilton,Gunditjmara,yaongalo,canoe,2337,N,yaongalo,Canoe,jaongalo,CANOE
